2020-07-16 12:29:09.634 [Test worker] INFO  C.G.P.ForgotPasswordRepositoryTest: Starting ForgotPasswordRepositoryTest on Prabhjots-MacBook-Pro.local with PID 40703 (started by prabhjotkaur in /Users/prabhjotkaur/git/group22)
2020-07-16 12:29:16.309 [Test worker] INFO  C.G.Question.Question: Creating the question and saving it to the database
2020-07-16 12:29:16.309 [Test worker] INFO  C.G.Question.Question: Checking for invalid data
2020-07-16 12:29:16.309 [Test worker] INFO  C.G.Question.Question: Creating the question and saving it to the database
2020-07-16 12:29:16.309 [Test worker] INFO  C.G.Question.Question: Checking for invalid data
2020-07-16 12:29:16.309 [Test worker] INFO  C.G.Question.Question: Creating the options for question if applicable (Multiple Choice only)
2020-07-16 12:29:16.309 [Test worker] INFO  C.G.Question.Question: Calling the createQuestion repository function to save the question to Database
2020-07-16 12:29:16.310 [Test worker] INFO  C.G.Question.Question: Creating the question and saving it to the database
2020-07-16 12:29:16.310 [Test worker] INFO  C.G.Question.Question: Checking for invalid data
2020-07-16 12:29:16.310 [Test worker] INFO  C.G.Question.Question: Creating the options for question if applicable (Multiple Choice only)
2020-07-16 12:29:16.310 [Test worker] INFO  C.G.Question.Question: Calling the createQuestion repository function to save the question to Database
2020-07-16 12:29:16.310 [Test worker] INFO  C.G.Question.Question: Creating the question and saving it to the database
2020-07-16 12:29:16.310 [Test worker] INFO  C.G.Question.Question: Checking for invalid data
2020-07-16 12:29:16.310 [Test worker] INFO  C.G.Question.Question: Creating the options for question if applicable (Multiple Choice only)
2020-07-16 12:29:16.310 [Test worker] INFO  C.G.Question.Question: Calling the createQuestion repository function to save the question to Database
2020-07-16 12:29:16.311 [Test worker] INFO  C.G.Question.Question: Creating the question and saving it to the database
2020-07-16 12:29:16.311 [Test worker] INFO  C.G.Question.Question: Checking for invalid data
2020-07-16 12:29:16.311 [Test worker] INFO  C.G.Question.Question: Creating the question and saving it to the database
2020-07-16 12:29:16.311 [Test worker] INFO  C.G.Question.Question: Checking for invalid data
2020-07-16 12:29:16.341 [Test worker] INFO  C.G.Q.QuestionManagerControllerTest: Starting QuestionManagerControllerTest on Prabhjots-MacBook-Pro.local with PID 40703 (started by prabhjotkaur in /Users/prabhjotkaur/git/group22)
2020-07-16 12:29:16.342 [Test worker] INFO  C.G.Q.QuestionManagerControllerTest: No active profile set, falling back to default profiles: default
2020-07-16 12:29:16.679 [Test worker] INFO  C.G.Q.QuestionManagerControllerTest: Started QuestionManagerControllerTest in 0.349 seconds (JVM running for 8.735)
2020-07-16 12:29:16.685 [Test worker] INFO  C.G.Q.QuestionManagerController: Saving the question created by the instructor to the database
2020-07-16 12:29:16.685 [Test worker] INFO  C.G.Question.Question: Creating the question and saving it to the database
2020-07-16 12:29:16.685 [Test worker] INFO  C.G.Question.Question: Checking for invalid data
2020-07-16 12:29:16.685 [Test worker] INFO  C.G.Question.Question: Creating the options for question if applicable (Multiple Choice only)
2020-07-16 12:29:16.685 [Test worker] INFO  C.G.Question.Question: Calling the createQuestion repository function to save the question to Database
2020-07-16 12:29:16.686 [Test worker] INFO  C.G.Q.QuestionManagerController: Question is saved to the database and the instructor views the saved question
2020-07-16 12:29:16.688 [Test worker] INFO  C.G.Q.QuestionManagerController: Saving the question created by the instructor to the database
2020-07-16 12:29:16.688 [Test worker] INFO  C.G.Question.Question: Creating the question and saving it to the database
2020-07-16 12:29:16.688 [Test worker] INFO  C.G.Question.Question: Checking for invalid data
2020-07-16 12:29:16.689 [Test worker] INFO  C.G.Q.QuestionManagerController: One or more input fields have invalid/empty data
2020-07-16 12:29:16.708 [Test worker] INFO  C.G.Q.QuestionManagerController: Deleting the question created by the instructor from the database
2020-07-16 12:29:16.708 [Test worker] INFO  C.G.Question.Question: Calling the deleteQuestion repository function to delete the question from the Database
2020-07-16 12:29:16.708 [Test worker] INFO  C.G.Q.QuestionManagerController: Question successfully deleted!
2020-07-16 12:29:16.708 [Test worker] INFO  C.G.Q.QuestionManagerController: Redirecting to the instructor's question list page
2020-07-16 12:29:16.708 [Test worker] INFO  C.G.Question.Question: Calling the getQuestionListForInstructor repository function to fetch the question bank from the Database
2020-07-16 12:29:16.713 [Test worker] INFO  C.G.Q.QuestionManagerController: Deleting the question created by the instructor from the database
2020-07-16 12:29:16.713 [Test worker] INFO  C.G.Question.Question: Calling the deleteQuestion repository function to delete the question from the Database
2020-07-16 12:29:16.714 [Test worker] INFO  C.G.Q.QuestionManagerController: The question could not be deleted
2020-07-16 12:29:16.714 [Test worker] INFO  C.G.Q.QuestionManagerController: Redirecting to the instructor's question list page
2020-07-16 12:29:16.714 [Test worker] INFO  C.G.Question.Question: Calling the getQuestionListForInstructor repository function to fetch the question bank from the Database
2020-07-16 12:29:16.735 [Test worker] INFO  C.G.Q.QuestionAdminControllerTest: Starting QuestionAdminControllerTest on Prabhjots-MacBook-Pro.local with PID 40703 (started by prabhjotkaur in /Users/prabhjotkaur/git/group22)
2020-07-16 12:29:16.736 [Test worker] INFO  C.G.Q.QuestionAdminControllerTest: No active profile set, falling back to default profiles: default
2020-07-16 12:29:17.108 [Test worker] INFO  C.G.Q.QuestionAdminControllerTest: Started QuestionAdminControllerTest in 0.383 seconds (JVM running for 9.164)
2020-07-16 12:29:17.113 [Test worker] INFO  C.G.Q.QuestionAdminController: Fetching the question by its id for the current instructor to view
2020-07-16 12:29:17.114 [Test worker] INFO  C.G.Question.Question: Calling the getQuestionById repository function to fetch a question from the Database
2020-07-16 12:29:17.136 [Test worker] INFO  C.G.Q.QuestionAdminController: Fetching the question bank sorted based on the field like title and date for the logged in instructor
2020-07-16 12:29:17.137 [Test worker] INFO  C.G.Question.Question: Calling the getSortedQuestionListForInstructor repository function to fetch the question bank in a sorted order from the Database
2020-07-16 12:29:17.144 [Test worker] INFO  C.G.Q.QuestionAdminController: Fetching the question bank for the logged in instructor
2020-07-16 12:29:17.144 [Test worker] INFO  C.G.Question.Question: Calling the getQuestionListForInstructor repository function to fetch the question bank from the Database
2020-07-16 12:29:17.179 [Test worker] INFO  C.G.G.GroupFormationManager: Inserting into the groups for the course from the repository
2020-07-16 12:29:17.179 [Test worker] INFO  C.G.G.GroupFormationManager: Inserting into the groups for the course from the repository
2020-07-16 12:29:17.181 [Test worker] INFO  C.G.G.GroupFormationManager: Fetching the survey questions
2020-07-16 12:29:17.181 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting the survey questions for a course
2020-07-16 12:29:17.181 [Test worker] INFO  C.G.G.GroupFormationManager: Fetching the list of students who took the survey
2020-07-16 12:29:17.181 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting the users who took the questions for a course survey
2020-07-16 12:29:17.181 [Test worker] INFO  C.G.G.GroupFormationManager: Fetching the group formation logic to form groups
2020-07-16 12:29:17.181 [Test worker] INFO  C.G.G.GroupFormationManager: Fetching all the student responses for the survey
2020-07-16 12:29:17.181 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting the responses of all users who took the course survey
2020-07-16 12:29:17.187 [Test worker] INFO  C.G.G.GroupFormationManager: Deleting the groups for the course from the repository
2020-07-16 12:29:17.187 [Test worker] INFO  C.G.G.GroupFormationManager: Fetching the groups for the course from the repository
2020-07-16 12:29:17.205 [Test worker] INFO  C.G.G.GroupFormationControllerTest: Starting GroupFormationControllerTest on Prabhjots-MacBook-Pro.local with PID 40703 (started by prabhjotkaur in /Users/prabhjotkaur/git/group22)
2020-07-16 12:29:17.205 [Test worker] INFO  C.G.G.GroupFormationControllerTest: No active profile set, falling back to default profiles: default
2020-07-16 12:29:17.588 [Test worker] INFO  C.G.G.GroupFormationControllerTest: Started GroupFormationControllerTest in 0.392 seconds (JVM running for 9.643)
2020-07-16 12:29:17.607 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting survey id based on course id
2020-07-16 12:29:17.607 [Test worker] INFO  C.G.G.GroupFormationController: Checking if the survey can be used to form groups
2020-07-16 12:29:17.607 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is created for the course from the database
2020-07-16 12:29:17.607 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is published for the course from the database
2020-07-16 12:29:17.608 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey has an algorithm for group formation for the course from the database
2020-07-16 12:29:17.608 [Test worker] INFO  C.G.G.GroupFormationController: Getting the list of groups formed on the instructor's algorithm
2020-07-16 12:29:17.626 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting survey id based on course id
2020-07-16 12:29:17.627 [Test worker] INFO  C.G.G.GroupFormationController: Checking if the survey can be used to form groups
2020-07-16 12:29:17.627 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is created for the course from the database
2020-07-16 12:29:17.630 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting survey id based on course id
2020-07-16 12:29:17.631 [Test worker] INFO  C.G.G.GroupFormationController: Checking if the survey can be used to form groups
2020-07-16 12:29:17.631 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is created for the course from the database
2020-07-16 12:29:17.631 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is published for the course from the database
2020-07-16 12:29:17.635 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting survey id based on course id
2020-07-16 12:29:17.635 [Test worker] INFO  C.G.G.GroupFormationController: Checking if the survey can be used to form groups
2020-07-16 12:29:17.636 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is created for the course from the database
2020-07-16 12:29:17.636 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is published for the course from the database
2020-07-16 12:29:17.636 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey has an algorithm for group formation for the course from the database
2020-07-16 12:29:17.661 [Test worker] INFO  C.G.Survey.SurveyControllerTest: Starting SurveyControllerTest on Prabhjots-MacBook-Pro.local with PID 40703 (started by prabhjotkaur in /Users/prabhjotkaur/git/group22)
2020-07-16 12:29:17.662 [Test worker] INFO  C.G.Survey.SurveyControllerTest: No active profile set, falling back to default profiles: default
2020-07-16 12:29:18.023 [Test worker] INFO  C.G.Survey.SurveyControllerTest: Started SurveyControllerTest in 0.374 seconds (JVM running for 10.078)
2020-07-16 12:29:18.027 [Test worker] INFO  C.G.C.InstructorCourseController: Getting survey id for the course
2020-07-16 12:29:18.027 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting survey id based on course id
2020-07-16 12:29:18.028 [Test worker] INFO  C.G.C.InstructorCourseController: Survey id for the courseSDCis 0
2020-07-16 12:29:18.028 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Publishing the survey
2020-07-16 12:29:18.028 [Test worker] INFO  C.G.C.InstructorCourseController: Check condition for survey published or not result value true
2020-07-16 12:29:18.041 [Test worker] INFO  C.G.C.InstructorCourseController: Getting survey id for the course
2020-07-16 12:29:18.042 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting survey id based on course id
